629
830
865
1111
4069
5043
9014
13642
14201
14743
14817
19063
22034
22590
23807
24280
28921
36072
38447
47212
49750
51291
52397
68527
76658
77197
208324
216363
227463
256008
310612
483891
527094
534255
581125
944073
3227063
6275498
6424171
6614960
6667514
8036916
8191070
11468377
12287209
13049569
17182126
17674998
17910124
18966322
19288043
26042767
26795307
40376072
50202953
92143
485894
41952489
168668
10033
18160
21796
72978
142492
764073
316845
